token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
CJu1yf2zEV,1,0,0.4,10,3.0,2.0,2.0,0.2,0.0,0.0,olacak,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.13867552197483424,6,1.5309665384757796,2.2425442567786567,0.3497140940569117,0.0990581951968023,0.000911261419671247,0.00010373931385226176,11
5gkXTh8Q3d,0,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,,0,0,0.13564193019272497,5,1.463841835551377,2.234636123891276,0.3415361293596731,0.10433079508190743,0.001051527491870915,0.00012122500715514398,gençlere,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,11
gençlere,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,5gkXTh8Q3d,0,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,down,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,11
down,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,gençlere,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Bugün,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Bugün,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,down,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,DownSendromuFarkýndalýkGünü,1,0,0.14814814814814814,27,1.7,10.0,0.0,0.0,0.0,0.0,3
DownSendromuFarkýndalýkGünü,1,0,0.14814814814814814,27,1.7,10.0,0.0,0.0,0.0,0.0,Bugün,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,C6JWirORVt,1,0,0.6,10,3.5,2.0,1.0,0.1,0.0,0.0,9
C6JWirORVt,1,0,0.6,10,3.5,2.0,1.0,0.1,0.0,0.0,DownSendromuFarkýndalýkGünü,1,0,0.14814814814814814,27,1.7,10.0,0.0,0.0,0.0,0.0,gibi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,11
gibi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,C6JWirORVt,1,0,0.6,10,3.5,2.0,1.0,0.1,0.0,0.0,veriyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
veriyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,gibi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,nde,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
nde,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,veriyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ben,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
ben,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,nde,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Emrah,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Emrah,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,ben,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,umut,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,10
umut,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,Emrah,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,çok,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
çok,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,umut,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,YouTube,1,0,0.2857142857142857,7,0.75,4.0,0.0,0.0,0.0,0.0,11
YouTube,1,0,0.2857142857142857,7,0.75,4.0,0.0,0.0,0.0,0.0,çok,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,yakýþýklýyým,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,7
yakýþýklýyým,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,YouTube,1,0,0.2857142857142857,7,0.75,4.0,0.0,0.0,0.0,0.0,Tamamý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,11
Tamamý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,yakýþýklýyým,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,ailelerine,0,0,0.0,10,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,11
ailelerine,0,0,0.0,10,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,Tamamý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,topluma,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
topluma,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ailelerine,0,0,0.0,10,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,Tebessüm,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,11
Tebessüm,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,topluma,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kanalýmýzda,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,8
kanalýmýzda,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,Tebessüm,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,sendromlu,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,11
sendromlu,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,kanalýmýzda,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,çalýþan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
çalýþan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,sendromlu,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,kendisi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
kendisi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,çalýþan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Kahvesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Kahvesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kendisi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13868501899729518,6,1.531071384835078,2.2426978346622874,0.34973804379626633,0.09906497907539404,0.0009113238262881263,0.00010373931385226177,8
sonra,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.135651219463386,5,1.4639420849580032,2.2347891601961583,0.3415595190411797,0.10433794004801357,0.00105159950443713,0.00012122500715514398,yapýlacak,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
yapýlacak,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,sonra,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,edilmeyecek,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,11
edilmeyecek,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,yapýlacak,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,teslim,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
teslim,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,edilmeyecek,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,baþvurular,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
baþvurular,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,teslim,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,vgEOK3aMeL,0,0,0.5,10,1.25,4.0,1.0,0.1,0.0,0.0,11
vgEOK3aMeL,0,0,0.5,10,1.25,4.0,1.0,0.1,0.0,0.0,baþvurular,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,baþvuru,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
baþvuru,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,vgEOK3aMeL,0,0,0.5,10,1.25,4.0,1.0,0.1,0.0,0.0,süresi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
süresi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,baþvuru,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,OZ3lgzQi6h,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,11
OZ3lgzQi6h,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,süresi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,hibeye,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
hibeye,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,OZ3lgzQi6h,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,165,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,11
165,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,hibeye,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Son,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,11
Son,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,165,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,kabul,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
kabul,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Son,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,tarihinden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
tarihinden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,kabul,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,tarihinden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,avroluk,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
avroluk,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,uzatýldý,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,11
uzatýldý,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,avroluk,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13869451667014804,6,1.5311762383746508,2.242851423063511,0.34976199517578943,0.09907176341857137,0.0009113862371788458,0.00010373931385226177,11
AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.13566050937021132,5,1.464042341230086,2.2349422069815437,0.3415829103244999,0.10434508550343392,0.0010516715219350368,0.00012122500715514398,Mustafa,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,4
Mustafa,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,Cengiz,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Cengiz,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Mustafa,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,basýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,10
basýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Cengiz,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,yanýtlýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
yanýtlýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,basýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Baþkaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Baþkaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,yanýtlýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Baþkaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,sorularýný,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,11
sorularýný,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,iFBWds9tbt,0,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0,11
iFBWds9tbt,0,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0,sorularýný,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,Galatasaray,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,11
Galatasaray,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,iFBWds9tbt,0,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0,mensuplarýnýn,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,6
mensuplarýnýn,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,Galatasaray,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,,0,0,0.13870401499343732,6,1.5312810990949883,2.2430050219830466,0.3497859481955933,0.0990785482263661,0.0009114486523436984,0.00010373931385226178,11
yönelik,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1356697999132445,5,1.464142604368097,2.2350952642481494,0.34160630320974333,0.10435223144820199,0.0010517435443649734,0.00012122500715514398,terör,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
terör,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,yönelik,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,terör,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,itJRhkLygu,0,0,0.3,10,4.0,2.0,0.0,0.0,0.0,0.0,11
itJRhkLygu,0,0,0.3,10,4.0,2.0,0.0,0.0,0.0,0.0,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,kamplarýna,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
kamplarýna,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,itJRhkLygu,0,0,0.3,10,4.0,2.0,0.0,0.0,0.0,0.0,igIggTmBwZ,0,0,0.4,10,4.0,2.0,0.0,0.0,0.0,0.0,11
igIggTmBwZ,0,0,0.4,10,4.0,2.0,0.0,0.0,0.0,0.0,kamplarýna,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,sürüyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
sürüyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,igIggTmBwZ,0,0,0.4,10,4.0,2.0,0.0,0.0,0.0,0.0,operasyon,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
operasyon,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,sürüyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,PKK,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,11
PKK,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,operasyon,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.13871351396720757,6,1.5313859669965837,2.2431586314216156,0.3498099028557902,0.09908533349881003,0.000911511071782977,0.00010373931385226177,7
yana,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.13567909109252904,5,1.464242874372505,2.235248331996694,0.34162969769701973,0.1043593778823513,0.0010518155717272775,0.00012122500715514398,bu,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
bu,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,yana,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,arada,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,11
arada,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,bu,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,arada,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,3RjH8OsQeQ,0,0,0.5,10,3.0,2.0,2.0,0.2,0.0,0.0,11
3RjH8OsQeQ,0,0,0.5,10,3.0,2.0,2.0,0.2,0.0,0.0,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ZeytinDalýHarekatý,1,0,0.16666666666666666,18,1.25,8.0,0.0,0.0,0.0,0.0,11
ZeytinDalýHarekatý,1,0,0.16666666666666666,18,1.25,8.0,0.0,0.0,0.0,0.0,3RjH8OsQeQ,0,0,0.5,10,3.0,2.0,2.0,0.2,0.0,0.0,kareleri,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,9
kareleri,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,ZeytinDalýHarekatý,1,0,0.16666666666666666,18,1.25,8.0,0.0,0.0,0.0,0.0,JszsIwmkkW,1,0,0.3,10,9.0,1.0,0.0,0.0,0.0,0.0,11
JszsIwmkkW,1,0,0.3,10,9.0,1.0,0.0,0.0,0.0,0.0,kareleri,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,unutulmaz,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
unutulmaz,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,JszsIwmkkW,1,0,0.3,10,9.0,1.0,0.0,0.0,0.0,0.0,Baþlangýcýndan,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,11
Baþlangýcýndan,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,unutulmaz,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Baþlangýcýndan,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,,0,0,0.13872301359150338,6,1.5314908420799285,2.2433122513799377,0.34983385915649257,0.099092119235935,0.0009115734954969738,0.00010373931385226176,11
kitabýmdý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.13568838290810858,5,1.4643431512437808,2.235401410227895,0.34165309378643877,0.10436652480591536,0.0010518876040222869,0.00012122500715514398,Belarus,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Belarus,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kitabýmdý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Hoca,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,5
Hoca,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Belarus,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,çocukluðumda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,10
çocukluðumda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,Hoca,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,un,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
un,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,çocukluðumda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,baþucu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
baþucu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,un,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,jB8AHovwqB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,11
jB8AHovwqB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,baþucu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Büyükelçisi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,11
Büyükelçisi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,jB8AHovwqB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,Nasreddin,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,6
Nasreddin,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Büyükelçisi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,Ankara,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,10
Ankara,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Nasreddin,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,uCv4H315Qm,0,0,0.3,10,5.0,1.0,4.0,0.4,0.0,0.0,6
uCv4H315Qm,0,0,0.3,10,5.0,1.0,4.0,0.4,0.0,0.0,Ankara,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,fýkralarý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
fýkralarý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,uCv4H315Qm,0,0,0.3,10,5.0,1.0,4.0,0.4,0.0,0.0,Savinykh,1,0,0.125,8,3.0,2.0,0.0,0.0,0.0,0.0,11
Savinykh,1,0,0.125,8,3.0,2.0,0.0,0.0,0.0,0.0,fýkralarý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.13873251386636926,6,1.5315957243455136,2.243465881858734,0.3498578170978128,0.09909890543777282,0.0009116359234859821,0.00010373931385226178,11
AASporMasasý,1,0,0.3333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,,0,0,0.1356976753600267,5,1.464443434982395,2.2355544989424705,0.3416764914781102,0.10437367221892767,0.0010519596412503394,0.00012122500715514398,AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,9
AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,AASporMasasý,1,0,0.3333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,eskrimciler,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,4
eskrimciler,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,nda,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,6
nda,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,eskrimciler,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,nda,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,cevaplýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
cevaplýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Canlý,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Çakýr,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Çakýr,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,cevaplýyor,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,BsylhC28Qi,1,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,10
BsylhC28Qi,1,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,Çakýr,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,BsylhC28Qi,1,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,Aylin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Aylin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ünlüdað,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
Ünlüdað,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Aylin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Selin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Selin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ünlüdað,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,sorularý,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,10
sorularý,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,Selin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.13874201479184975,6,1.531700613793832,2.243619522858724,0.349881776679863,0.09910569210435534,0.0009116983557502941,0.00010373931385226177,11
Bölükbaþý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.13570696844832691,5,1.4645437255888176,2.235707598141138,0.34169989077214374,0.10438082012142177,0.0010520316834117728,0.00012122500715514398,dan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,10
dan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Bölükbaþý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Erdoðan,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Erdoðan,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,dan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,emekli,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,10
